date,order_book_id,factor,date
2014-02-28,000407.XSHE,0.30063599,sz.000407
2014-02-28,600209.XSHG,0.298836532,sh.600209
2014-02-28,300349.XSHE,0.298268635,sz.300349
2014-02-28,300242.XSHE,0.298258823,sz.300242
2014-02-28,000712.XSHE,0.297801674,sz.000712
2014-02-28,000633.XSHE,0.296228173,sz.000633
2014-02-28,002178.XSHE,0.295765443,sz.002178
2014-02-28,600155.XSHG,0.295432079,sh.600155
2014-02-28,002664.XSHE,0.29538647,sz.002664
2014-02-28,002594.XSHE,0.294907818,sz.002594
2014-02-28,300215.XSHE,0.294481317,sz.300215
2014-02-28,000062.XSHE,0.293966579,sz.000062
2014-02-28,002305.XSHE,0.293343669,sz.002305
2014-02-28,002285.XSHE,0.293027442,sz.002285
2014-02-28,300228.XSHE,0.29295279,sz.300228
2014-02-28,300084.XSHE,0.291369016,sz.300084
2014-02-28,300244.XSHE,0.291207457,sz.300244
2014-02-28,002440.XSHE,0.291141032,sz.002440
2014-02-28,300350.XSHE,0.290940398,sz.300350
2014-02-28,600515.XSHG,0.290803078,sh.600515
2014-02-28,300196.XSHE,0.290116284,sz.300196
2014-02-28,002271.XSHE,0.288975096,sz.002271
2014-02-28,002450.XSHE,0.288888013,sz.002450
2014-02-28,600071.XSHG,0.288839175,sh.600071
2014-02-28,300202.XSHE,0.287867303,sz.300202
2014-02-28,600766.XSHG,0.287104346,sh.600766
2014-03-31,600747.XSHG,0.337708282,sh.600747
2014-03-31,002707.XSHE,0.331049113,sz.002707
2014-03-31,600890.XSHG,0.325805572,sh.600890
2014-03-31,600155.XSHG,0.323859183,sh.600155
2014-03-31,002664.XSHE,0.32165679,sz.002664
2014-03-31,000906.XSHE,0.317661402,sz.000906
2014-03-31,002681.XSHE,0.315162405,sz.002681
2014-03-31,600769.XSHG,0.310174561,sh.600769
2014-03-31,600751.XSHG,0.30584654,sh.600751
2014-03-31,300029.XSHE,0.305425824,sz.300029
2014-03-31,002440.XSHE,0.30417268,sz.002440
2014-03-31,600000.XSHG,0.301486161,sh.600000
2014-03-31,300286.XSHE,0.300489681,sz.300286
2014-03-31,300358.XSHE,0.299667557,sz.300358
2014-03-31,601166.XSHG,0.299429679,sh.601166
2014-03-31,002305.XSHE,0.298879105,sz.002305
2014-03-31,300244.XSHE,0.295189041,sz.300244
2014-03-31,000607.XSHE,0.294894705,sz.000607
2014-03-31,600486.XSHG,0.294704403,sh.600486
2014-03-31,600340.XSHG,0.293902176,sh.600340
2014-03-31,300382.XSHE,0.293732495,sz.300382
2014-03-31,600519.XSHG,0.291823263,sh.600519
2014-03-31,300263.XSHE,0.291787909,sz.300263
2014-03-31,300349.XSHE,0.289632915,sz.300349
2014-03-31,601633.XSHG,0.288320891,sh.601633
2014-03-31,300011.XSHE,0.288194918,sz.300011
2014-03-31,000594.XSHE,0.28814304,sz.000594
2014-03-31,000505.XSHE,0.288030053,sz.000505
2014-03-31,002709.XSHE,0.286404738,sz.002709
2014-03-31,300071.XSHE,0.283754415,sz.300071
2014-03-31,600753.XSHG,0.283591149,sh.600753
2014-03-31,300178.XSHE,0.283563192,sz.300178
2014-03-31,000520.XSHE,0.283534632,sz.000520
2014-03-31,002016.XSHE,0.283113758,sz.002016
2014-03-31,002353.XSHE,0.282321211,sz.002353
2014-03-31,002141.XSHE,0.282099244,sz.002141
2014-03-31,300355.XSHE,0.281620865,sz.300355
2014-03-31,002456.XSHE,0.281132594,sz.002456
2014-03-31,002210.XSHE,0.280686628,sz.002210
2014-03-31,300005.XSHE,0.280564375,sz.300005
2014-04-30,600385.XSHG,0.392564245,sh.600385
2014-04-30,600816.XSHG,0.36910037,sh.600816
2014-04-30,300295.XSHE,0.364772588,sz.300295
2014-04-30,000560.XSHE,0.358110495,sz.000560
2014-04-30,601166.XSHG,0.354456661,sh.601166
2014-04-30,002624.XSHE,0.34297958,sz.002624
2014-04-30,002506.XSHE,0.332108596,sz.002506
2014-04-30,600149.XSHG,0.324904943,sh.600149
2014-04-30,000906.XSHE,0.323437137,sz.000906
2014-04-30,300134.XSHE,0.321833945,sz.300134
2014-04-30,000001.XSHE,0.314281269,sz.000001
2014-04-30,600203.XSHG,0.313891698,sh.600203
2014-04-30,002707.XSHE,0.312195297,sz.002707
2014-04-30,600519.XSHG,0.311433391,sh.600519
2014-04-30,601318.XSHG,0.307867799,sh.601318
2014-04-30,002210.XSHE,0.30708528,sz.002210
2014-04-30,300313.XSHE,0.303863421,sz.300313
2014-04-30,002113.XSHE,0.299923528,sz.002113
2014-04-30,002143.XSHE,0.297818706,sz.002143
2014-04-30,300370.XSHE,0.297754086,sz.300370
2014-04-30,600751.XSHG,0.295643158,sh.600751
2014-04-30,000526.XSHE,0.295443933,sz.000526
2014-04-30,600634.XSHG,0.294724756,sh.600634
2014-04-30,300213.XSHE,0.293216466,sz.300213
2014-04-30,300146.XSHE,0.291093898,sz.300146
2014-04-30,300092.XSHE,0.29065489,sz.300092
2014-04-30,000504.XSHE,0.289617031,sz.000504
2014-04-30,000960.XSHE,0.289274984,sz.000960
2014-04-30,300355.XSHE,0.288366414,sz.300355
2014-04-30,300277.XSHE,0.287661173,sz.300277
2014-04-30,300343.XSHE,0.284121441,sz.300343
2014-04-30,000958.XSHE,0.283945366,sz.000958
2014-04-30,000018.XSHE,0.282596554,sz.000018
2014-04-30,300143.XSHE,0.282275611,sz.300143
2014-04-30,300157.XSHE,0.28144245,sz.300157
2014-04-30,002560.XSHE,0.280911303,sz.002560
2014-04-30,002686.XSHE,0.279956003,sz.002686
2014-04-30,002712.XSHE,0.279855577,sz.002712
2014-04-30,600146.XSHG,0.278390124,sh.600146
2014-04-30,000793.XSHE,0.278097064,sz.000793
2014-05-30,002210.XSHE,0.361045269,sz.002210
2014-05-30,600385.XSHG,0.331275209,sh.600385
2014-05-30,000906.XSHE,0.32623978,sz.000906
2014-05-30,600984.XSHG,0.323825977,sh.600984
2014-05-30,000526.XSHE,0.315621575,sz.000526
2014-05-30,300167.XSHE,0.315582689,sz.300167
2014-05-30,600634.XSHG,0.309111162,sh.600634
2014-05-30,300277.XSHE,0.30811649,sz.300277
2014-05-30,300125.XSHE,0.307308931,sz.300125
2014-05-30,300313.XSHE,0.304675544,sz.300313
2014-05-30,600766.XSHG,0.301319085,sh.600766
2014-05-30,300355.XSHE,0.299255357,sz.300355
2014-05-30,002707.XSHE,0.298656295,sz.002707
2014-05-30,002717.XSHE,0.298358382,sz.002717
2014-05-30,600139.XSHG,0.29700741,sh.600139
2014-05-30,300234.XSHE,0.296676233,sz.300234
2014-05-30,600476.XSHG,0.296287858,sh.600476
2014-05-30,300286.XSHE,0.295681993,sz.300286
2014-05-30,002211.XSHE,0.294536782,sz.002211
2014-05-30,002624.XSHE,0.293887982,sz.002624
2014-05-30,600234.XSHG,0.293687422,sh.600234
2014-05-30,002712.XSHE,0.293295669,sz.002712
2014-05-30,002723.XSHE,0.292328098,sz.002723
2014-05-30,300295.XSHE,0.289574932,sz.300295
2014-05-30,300226.XSHE,0.288306535,sz.300226
2014-05-30,300351.XSHE,0.288022615,sz.300351
2014-05-30,300223.XSHE,0.287382251,sz.300223
2014-05-30,300381.XSHE,0.287376088,sz.300381
2014-05-30,300242.XSHE,0.287236035,sz.300242
2014-05-30,002683.XSHE,0.284228579,sz.002683
2014-05-30,002147.XSHE,0.283028626,sz.002147
2014-05-30,300347.XSHE,0.281987687,sz.300347
2014-05-30,300370.XSHE,0.280305936,sz.300370
2014-05-30,000560.XSHE,0.280148276,sz.000560
2014-05-30,600455.XSHG,0.279881755,sh.600455
2014-05-30,002427.XSHE,0.279469372,sz.002427
2014-05-30,300092.XSHE,0.278706085,sz.300092
2014-05-30,600145.XSHG,0.278476109,sh.600145
2014-05-30,300287.XSHE,0.276787455,sz.300287
2014-06-30,300223.XSHE,0.384564651,sz.300223
2014-06-30,600149.XSHG,0.373311274,sh.600149
2014-06-30,002707.XSHE,0.34259645,sz.002707
2014-06-30,002712.XSHE,0.338801774,sz.002712
2014-06-30,600155.XSHG,0.33566483,sh.600155
2014-06-30,300382.XSHE,0.334309574,sz.300382
2014-06-30,002373.XSHE,0.332192324,sz.002373
2014-06-30,300280.XSHE,0.325016381,sz.300280
2014-06-30,600146.XSHG,0.321897866,sh.600146
2014-06-30,300346.XSHE,0.311991771,sz.300346
2014-06-30,002717.XSHE,0.311991522,sz.002717
2014-06-30,600816.XSHG,0.306214352,sh.600816
2014-06-30,300370.XSHE,0.303589089,sz.300370
2014-06-30,600751.XSHG,0.302983946,sh.600751
2014-06-30,002699.XSHE,0.301813133,sz.002699
2014-06-30,300365.XSHE,0.301732156,sz.300365
2014-06-30,000971.XSHE,0.29986845,sz.000971
2014-06-30,002711.XSHE,0.299760051,sz.002711
2014-06-30,300174.XSHE,0.298747697,sz.300174
2014-06-30,603555.XSHG,0.296483537,sh.603555
2014-06-30,300367.XSHE,0.291937904,sz.300367
2014-06-30,002647.XSHE,0.291280858,sz.002647
2014-06-30,300299.XSHE,0.291170282,sz.300299
2014-06-30,300250.XSHE,0.291091579,sz.300250
2014-06-30,600306.XSHG,0.29065111,sh.600306
2014-06-30,002713.XSHE,0.289676117,sz.002713
2014-06-30,002015.XSHE,0.288397861,sz.002015
2014-06-30,300028.XSHE,0.286952769,sz.300028
2014-06-30,603003.XSHG,0.286817326,sh.603003
2014-06-30,000712.XSHE,0.286144489,sz.000712
2014-06-30,300023.XSHE,0.286117568,sz.300023
2014-06-30,600273.XSHG,0.285497835,sh.600273
2014-06-30,002180.XSHE,0.285474637,sz.002180
2014-06-30,300008.XSHE,0.28488418,sz.300008
2014-06-30,600771.XSHG,0.282894228,sh.600771
2014-06-30,000681.XSHE,0.282703303,sz.000681
2014-06-30,300260.XSHE,0.281120192,sz.300260
2014-06-30,002529.XSHE,0.280737156,sz.002529
2014-06-30,002174.XSHE,0.280210366,sz.002174
2014-06-30,300084.XSHE,0.280117241,sz.300084
2014-07-31,002211.XSHE,0.349598513,sz.002211
2014-07-31,300280.XSHE,0.325507494,sz.300280
2014-07-31,300295.XSHE,0.321417232,sz.300295
2014-07-31,600751.XSHG,0.314857398,sh.600751
2014-07-31,002712.XSHE,0.314811966,sz.002712
2014-07-31,000906.XSHE,0.306359077,sz.000906
2014-07-31,300370.XSHE,0.304686211,sz.300370
2014-07-31,002015.XSHE,0.302207297,sz.002015
2014-07-31,600753.XSHG,0.300450303,sh.600753
2014-07-31,300191.XSHE,0.298451021,sz.300191
2014-07-31,600036.XSHG,0.294798844,sh.600036
2014-07-31,002699.XSHE,0.293216388,sz.002699
2014-07-31,002713.XSHE,0.292863047,sz.002713
2014-07-31,300156.XSHE,0.292247919,sz.300156
2014-07-31,300308.XSHE,0.290976811,sz.300308
2014-07-31,002353.XSHE,0.288016736,sz.002353
2014-07-31,300223.XSHE,0.285050669,sz.300223
2014-07-31,600149.XSHG,0.284979447,sh.600149
2014-07-31,002210.XSHE,0.284228239,sz.002210
2014-07-31,000038.XSHE,0.283499015,sz.000038
2014-07-31,300346.XSHE,0.283123521,sz.300346
2014-07-31,300134.XSHE,0.278749525,sz.300134
2014-07-31,002717.XSHE,0.277554095,sz.002717
2014-07-31,600247.XSHG,0.277552458,sh.600247
2014-07-31,000056.XSHE,0.27634892,sz.000056
2014-07-31,600742.XSHG,0.276099659,sh.600742
2014-07-31,600506.XSHG,0.275678856,sh.600506
2014-07-31,300017.XSHE,0.274393902,sz.300017
2014-07-31,300286.XSHE,0.272800758,sz.300286
2014-07-31,300242.XSHE,0.272244798,sz.300242
2014-07-31,002529.XSHE,0.271664803,sz.002529
2014-07-31,600155.XSHG,0.270720331,sh.600155
2014-07-31,000526.XSHE,0.270376328,sz.000526
2014-07-31,300167.XSHE,0.270360446,sz.300167
2014-07-31,300125.XSHE,0.268152273,sz.300125
2014-07-31,600847.XSHG,0.267139053,sh.600847
2014-07-31,600610.XSHG,0.266872407,sh.600610
2014-07-31,002373.XSHE,0.266776927,sz.002373
2014-07-31,600771.XSHG,0.266437957,sh.600771
2014-08-29,600340.XSHG,0.393636028,sh.600340
2014-08-29,002210.XSHE,0.33544104,sz.002210
2014-08-29,002624.XSHE,0.325246644,sz.002624
2014-08-29,300190.XSHE,0.323945711,sz.300190
2014-08-29,600769.XSHG,0.318941181,sh.600769
2014-08-29,601558.XSHG,0.315857606,sh.601558
2014-08-29,600247.XSHG,0.315372745,sh.600247
2014-08-29,600751.XSHG,0.314556026,sh.600751
2014-08-29,600155.XSHG,0.311778851,sh.600155
2014-08-29,000004.XSHE,0.306303489,sz.000004
2014-08-29,300156.XSHE,0.304875123,sz.300156
2014-08-29,600385.XSHG,0.299868522,sh.600385
2014-08-29,000020.XSHE,0.296694274,sz.000020
2014-08-29,002211.XSHE,0.29640014,sz.002211
2014-08-29,300288.XSHE,0.291772232,sz.300288
2014-08-29,600131.XSHG,0.291410215,sh.600131
2014-08-29,300023.XSHE,0.287909548,sz.300023
2014-08-29,300008.XSHE,0.286063856,sz.300008
2014-08-29,300236.XSHE,0.282812004,sz.300236
2014-08-29,600793.XSHG,0.279710162,sh.600793
2014-08-29,002071.XSHE,0.278783799,sz.002071
2014-08-29,002717.XSHE,0.277753927,sz.002717
2014-08-29,002558.XSHE,0.277517369,sz.002558
2014-08-29,002027.XSHE,0.276635629,sz.002027
2014-08-29,600109.XSHG,0.274725114,sh.600109
2014-08-29,300308.XSHE,0.274720105,sz.300308
2014-08-29,002660.XSHE,0.273418607,sz.002660
2014-08-29,000518.XSHE,0.271609278,sz.000518
2014-08-29,600036.XSHG,0.271475119,sh.600036
2014-08-29,600539.XSHG,0.270680918,sh.600539
2014-08-29,600149.XSHG,0.27065943,sh.600149
2014-08-29,002353.XSHE,0.270472963,sz.002353
2014-08-29,002699.XSHE,0.270467728,sz.002699
2014-08-29,000526.XSHE,0.269723145,sz.000526
2014-08-29,000779.XSHE,0.269332288,sz.000779
2014-08-29,002715.XSHE,0.268042946,sz.002715
2014-08-29,300277.XSHE,0.267822633,sz.300277
2014-08-29,002443.XSHE,0.266694141,sz.002443
2014-08-29,000791.XSHE,0.264586364,sz.000791
2014-08-29,300143.XSHE,0.264179541,sz.300143
2014-09-30,600715.XSHG,0.34487504,sh.600715
2014-09-30,600099.XSHG,0.342488159,sh.600099
2014-09-30,300084.XSHE,0.342453097,sz.300084
2014-09-30,002558.XSHE,0.328670166,sz.002558
2014-09-30,000622.XSHE,0.324195825,sz.000622
2014-09-30,600793.XSHG,0.316200151,sh.600793
2014-09-30,002707.XSHE,0.315959081,sz.002707
2014-09-30,600103.XSHG,0.311980233,sh.600103
2014-09-30,600385.XSHG,0.302174114,sh.600385
2014-09-30,600399.XSHG,0.294657003,sh.600399
2014-09-30,002504.XSHE,0.293384875,sz.002504
2014-09-30,002717.XSHE,0.293229899,sz.002717
2014-09-30,600179.XSHG,0.289676505,sh.600179
2014-09-30,300252.XSHE,0.289667126,sz.300252
2014-09-30,002027.XSHE,0.28830939,sz.002027
2014-09-30,600562.XSHG,0.287773293,sh.600562
2014-09-30,000567.XSHE,0.287748078,sz.000567
2014-09-30,600751.XSHG,0.287660109,sh.600751
2014-09-30,300357.XSHE,0.285807339,sz.300357
2014-09-30,600733.XSHG,0.28428956,sh.600733
2014-09-30,000803.XSHE,0.280373643,sz.000803
2014-09-30,300156.XSHE,0.280280261,sz.300156
2014-09-30,002624.XSHE,0.27849892,sz.002624
2014-09-30,600247.XSHG,0.278445824,sh.600247
2014-09-30,000020.XSHE,0.276517751,sz.000020
2014-09-30,300190.XSHE,0.276339368,sz.300190
2014-09-30,002248.XSHE,0.275449415,sz.002248
2014-09-30,300059.XSHE,0.275143313,sz.300059
2014-09-30,300277.XSHE,0.273603043,sz.300277
2014-09-30,300280.XSHE,0.272780188,sz.300280
2014-09-30,300370.XSHE,0.272527244,sz.300370
2014-09-30,600145.XSHG,0.272349906,sh.600145
2014-09-30,300187.XSHE,0.272279056,sz.300187
2014-09-30,002713.XSHE,0.272135532,sz.002713
2014-09-30,002684.XSHE,0.271761956,sz.002684
2014-09-30,300288.XSHE,0.271580377,sz.300288
2014-09-30,000014.XSHE,0.271509712,sz.000014
2014-09-30,002417.XSHE,0.27037831,sz.002417
2014-09-30,600753.XSHG,0.27013765,sh.600753
2014-09-30,000609.XSHE,0.269683322,sz.000609
2014-10-31,002142.XSHE,0.365646552,sz.002142
2014-10-31,002015.XSHE,0.35174471,sz.002015
2014-10-31,600751.XSHG,0.349021385,sh.600751
2014-10-31,300084.XSHE,0.333416513,sz.300084
2014-10-31,300367.XSHE,0.322732283,sz.300367
2014-10-31,300008.XSHE,0.321806648,sz.300008
2014-10-31,000567.XSHE,0.32061621,sz.000567
2014-10-31,000518.XSHE,0.296266753,sz.000518
2014-10-31,600610.XSHG,0.295531176,sh.600610
2014-10-31,300351.XSHE,0.294743427,sz.300351
2014-10-31,300277.XSHE,0.294526955,sz.300277
2014-10-31,600816.XSHG,0.292156562,sh.600816
2014-10-31,600209.XSHG,0.290677852,sh.600209
2014-10-31,002659.XSHE,0.289717925,sz.002659
2014-10-31,000065.XSHE,0.288728057,sz.000065
2014-10-31,002721.XSHE,0.285648175,sz.002721
2014-10-31,000590.XSHE,0.284546657,sz.000590
2014-10-31,300242.XSHE,0.283950501,sz.300242
2014-10-31,600385.XSHG,0.283538961,sh.600385
2014-10-31,300294.XSHE,0.283500695,sz.300294
2014-10-31,002240.XSHE,0.282815473,sz.002240
2014-10-31,002615.XSHE,0.282555676,sz.002615
2014-10-31,002669.XSHE,0.281971464,sz.002669
2014-10-31,000563.XSHE,0.280683455,sz.000563
2014-10-31,000958.XSHE,0.280122139,sz.000958
2014-10-31,300252.XSHE,0.279621107,sz.300252
2014-10-31,002718.XSHE,0.279574878,sz.002718
2014-10-31,600381.XSHG,0.279493257,sh.600381
2014-10-31,000611.XSHE,0.2772102,sz.000611
2014-10-31,002192.XSHE,0.276293385,sz.002192
2014-10-31,300236.XSHE,0.276177219,sz.300236
2014-10-31,002462.XSHE,0.274553748,sz.002462
2014-10-31,002633.XSHE,0.27433565,sz.002633
2014-10-31,000622.XSHE,0.272210353,sz.000622
2014-10-31,002685.XSHE,0.271471513,sz.002685
2014-10-31,002568.XSHE,0.271057429,sz.002568
2014-10-31,002601.XSHE,0.270920007,sz.002601
2014-10-31,002252.XSHE,0.269959959,sz.002252
2014-10-31,300222.XSHE,0.269802674,sz.300222
2014-10-31,600466.XSHG,0.269389262,sh.600466
2014-11-28,002142.XSHE,0.367154754,sz.002142
2014-11-28,000001.XSHE,0.35686132,sz.000001
2014-11-28,002015.XSHE,0.333545465,sz.002015
2014-11-28,000622.XSHE,0.331031179,sz.000622
2014-11-28,002232.XSHE,0.321094039,sz.002232
2014-11-28,000503.XSHE,0.321021193,sz.000503
2014-11-28,300397.XSHE,0.318713411,sz.300397
2014-11-28,300392.XSHE,0.311264122,sz.300392
2014-11-28,600247.XSHG,0.303597098,sh.600247
2014-11-28,002459.XSHE,0.3014773,sz.002459
2014-11-28,300395.XSHE,0.300557807,sz.300395
2014-11-28,600751.XSHG,0.295326496,sh.600751
2014-11-28,600610.XSHG,0.294306337,sh.600610
2014-11-28,601388.XSHG,0.291067522,sh.601388
2014-11-28,002199.XSHE,0.290297965,sz.002199
2014-11-28,300288.XSHE,0.288980155,sz.300288
2014-11-28,002717.XSHE,0.288654651,sz.002717
2014-11-28,600769.XSHG,0.288535162,sh.600769
2014-11-28,002174.XSHE,0.288477143,sz.002174
2014-11-28,600099.XSHG,0.286802641,sh.600099
2014-11-28,300282.XSHE,0.286519057,sz.300282
2014-11-28,600793.XSHG,0.285104955,sh.600793
2014-11-28,600816.XSHG,0.284409163,sh.600816
2014-11-28,000996.XSHE,0.282221998,sz.000996
2014-11-28,002466.XSHE,0.281498099,sz.002466
2014-11-28,600149.XSHG,0.281005465,sh.600149
2014-11-28,600145.XSHG,0.278625059,sh.600145
2014-11-28,600053.XSHG,0.278265016,sh.600053
2014-11-28,603806.XSHG,0.27798927,sh.603806
2014-11-28,601009.XSHG,0.276403015,sh.601009
2014-11-28,002210.XSHE,0.275605414,sz.002210
2014-11-28,300029.XSHE,0.273815277,sz.300029
2014-11-28,300384.XSHE,0.271757159,sz.300384
2014-11-28,002669.XSHE,0.271491343,sz.002669
2014-11-28,300059.XSHE,0.270546795,sz.300059
2014-11-28,300023.XSHE,0.27034369,sz.300023
2014-11-28,300277.XSHE,0.269967824,sz.300277
2014-11-28,300370.XSHE,0.269297903,sz.300370
2014-11-28,002346.XSHE,0.269257927,sz.002346
2014-12-31,300068.XSHE,0.342887921,sz.300068
2014-12-31,002142.XSHE,0.339946038,sz.002142
2014-12-31,600990.XSHG,0.331227229,sh.600990
2014-12-31,000622.XSHE,0.329615239,sz.000622
2014-12-31,002015.XSHE,0.328510714,sz.002015
2014-12-31,300268.XSHE,0.325995613,sz.300268
2014-12-31,601166.XSHG,0.321118189,sh.601166
2014-12-31,300403.XSHE,0.320773191,sz.300403
2014-12-31,600239.XSHG,0.311036154,sh.600239
2014-12-31,000915.XSHE,0.305211003,sz.000915
2014-12-31,600035.XSHG,0.305109263,sh.600035
2014-12-31,600259.XSHG,0.301804878,sh.600259
2014-12-31,600610.XSHG,0.301790919,sh.600610
2014-12-31,300388.XSHE,0.297107483,sz.300388
2014-12-31,000567.XSHE,0.295334822,sz.000567
2014-12-31,600247.XSHG,0.290810032,sh.600247
2014-12-31,000100.XSHE,0.286819894,sz.000100
2014-12-31,000666.XSHE,0.285718368,sz.000666
2014-12-31,000668.XSHE,0.284136892,sz.000668
2014-12-31,300288.XSHE,0.283759428,sz.300288
2014-12-31,600466.XSHG,0.28263544,sh.600466
2014-12-31,600816.XSHG,0.281770504,sh.600816
2014-12-31,300223.XSHE,0.280885338,sz.300223
2014-12-31,300004.XSHE,0.279594004,sz.300004
2014-12-31,000809.XSHE,0.279434873,sz.000809
2014-12-31,002615.XSHE,0.279256978,sz.002615
2014-12-31,600057.XSHG,0.279112432,sh.600057
2014-12-31,002609.XSHE,0.278718281,sz.002609
2014-12-31,600769.XSHG,0.277950347,sh.600769
2014-12-31,600521.XSHG,0.277789736,sh.600521
2014-12-31,601099.XSHG,0.277740449,sh.601099
2014-12-31,600539.XSHG,0.277176601,sh.600539
2014-12-31,600036.XSHG,0.276757885,sh.600036
2014-12-31,300392.XSHE,0.275705154,sz.300392
2014-12-31,601168.XSHG,0.275660807,sh.601168
2014-12-31,300242.XSHE,0.275568634,sz.300242
2014-12-31,600155.XSHG,0.274651557,sh.600155
2014-12-31,600209.XSHG,0.273861993,sh.600209
2014-12-31,600673.XSHG,0.273679653,sh.600673
2014-12-31,002661.XSHE,0.273191516,sz.002661
2015-01-30,000503.XSHE,0.414133117,sz.000503
2015-01-30,002099.XSHE,0.381207982,sz.002099
2015-01-30,300033.XSHE,0.349412477,sz.300033
2015-01-30,002142.XSHE,0.322847872,sz.002142
2015-01-30,300397.XSHE,0.322746375,sz.300397
2015-01-30,601558.XSHG,0.31485962,sh.601558
2015-01-30,000622.XSHE,0.309164433,sz.000622
2015-01-30,600381.XSHG,0.306897154,sh.600381
2015-01-30,603018.XSHG,0.306633641,sh.603018
2015-01-30,300199.XSHE,0.304788167,sz.300199
2015-01-30,300059.XSHE,0.303985486,sz.300059
2015-01-30,600769.XSHG,0.298619647,sh.600769
2015-01-30,300268.XSHE,0.290914638,sz.300268
2015-01-30,000958.XSHE,0.288593439,sz.000958
2015-01-30,002462.XSHE,0.287271816,sz.002462
2015-01-30,002591.XSHE,0.286650322,sz.002591
2015-01-30,600399.XSHG,0.285755736,sh.600399
2015-01-30,600753.XSHG,0.283353888,sh.600753
2015-01-30,600247.XSHG,0.282572452,sh.600247
2015-01-30,002210.XSHE,0.282200984,sz.002210
2015-01-30,600149.XSHG,0.2820306,sh.600149
2015-01-30,600816.XSHG,0.28189771,sh.600816
2015-01-30,601519.XSHG,0.281869473,sh.601519
2015-01-30,300108.XSHE,0.281867938,sz.300108
2015-01-30,300190.XSHE,0.281557893,sz.300190
2015-01-30,300143.XSHE,0.280859161,sz.300143
2015-01-30,000791.XSHE,0.278749384,sz.000791
2015-01-30,600990.XSHG,0.278403678,sh.600990
2015-01-30,000001.XSHE,0.278133435,sz.000001
2015-01-30,600485.XSHG,0.277096107,sh.600485
2015-01-30,000004.XSHE,0.276260228,sz.000004
2015-01-30,300388.XSHE,0.275818022,sz.300388
2015-01-30,300292.XSHE,0.27449856,sz.300292
2015-01-30,601009.XSHG,0.274194929,sh.601009
2015-01-30,300403.XSHE,0.273546209,sz.300403
2015-01-30,600896.XSHG,0.272645717,sh.600896
2015-01-30,600209.XSHG,0.272252744,sh.600209
2015-01-30,600291.XSHG,0.271374249,sh.600291
2015-01-30,600146.XSHG,0.271290106,sh.600146
2015-01-30,601166.XSHG,0.27122248,sh.601166
2015-02-27,000622.XSHE,0.379518905,sz.000622
2015-02-27,000503.XSHE,0.353303115,sz.000503
2015-02-27,300033.XSHE,0.337323309,sz.300033
2015-02-27,600036.XSHG,0.325765542,sh.600036
2015-02-27,600555.XSHG,0.319397901,sh.600555
2015-02-27,002142.XSHE,0.305567387,sz.002142
2015-02-27,600149.XSHG,0.303652008,sh.600149
2015-02-27,000668.XSHE,0.301297608,sz.000668
2015-02-27,002735.XSHE,0.297967478,sz.002735
2015-02-27,000803.XSHE,0.297552287,sz.000803
2015-02-27,002681.XSHE,0.297091102,sz.002681
2015-02-27,600576.XSHG,0.29340203,sh.600576
2015-02-27,600381.XSHG,0.292445712,sh.600381
2015-02-27,000712.XSHE,0.290504722,sz.000712
2015-02-27,002027.XSHE,0.289083533,sz.002027
2015-02-27,000958.XSHE,0.288788162,sz.000958
2015-02-27,000001.XSHE,0.284024249,sz.000001
2015-02-27,300409.XSHE,0.282766867,sz.300409
2015-02-27,002183.XSHE,0.28275489,sz.002183
2015-02-27,000502.XSHE,0.281826251,sz.000502
2015-02-27,002099.XSHE,0.281758653,sz.002099
2015-02-27,000590.XSHE,0.280324217,sz.000590
2015-02-27,300377.XSHE,0.27865438,sz.300377
2015-02-27,002462.XSHE,0.278565238,sz.002462
2015-02-27,600830.XSHG,0.277392284,sh.600830
2015-02-27,002601.XSHE,0.277303734,sz.002601
2015-02-27,000526.XSHE,0.277013217,sz.000526
2015-02-27,002271.XSHE,0.27588366,sz.002271
2015-02-27,300268.XSHE,0.275478263,sz.300268
2015-02-27,601558.XSHG,0.273722797,sh.601558
2015-02-27,002718.XSHE,0.272981798,sz.002718
2015-02-27,000666.XSHE,0.271944701,sz.000666
2015-02-27,600306.XSHG,0.271486021,sh.600306
2015-02-27,002571.XSHE,0.270542571,sz.002571
2015-02-27,600247.XSHG,0.270478576,sh.600247
2015-02-27,600146.XSHG,0.270445686,sh.600146
2015-02-27,601009.XSHG,0.270132161,sh.601009
2015-02-27,600562.XSHG,0.270122664,sh.600562
2015-02-27,000779.XSHE,0.268045375,sz.000779
2015-02-27,002679.XSHE,0.267763115,sz.002679
2015-03-31,002099.XSHE,0.43154885,sz.002099
2015-03-31,002142.XSHE,0.405768206,sz.002142
2015-03-31,002735.XSHE,0.347928211,sz.002735
2015-03-31,603017.XSHG,0.327165133,sh.603017
2015-03-31,000622.XSHE,0.322034474,sz.000622
2015-03-31,000590.XSHE,0.319273163,sz.000590
2015-03-31,600319.XSHG,0.318534183,sh.600319
2015-03-31,300377.XSHE,0.314978964,sz.300377
2015-03-31,603611.XSHG,0.31480863,sh.603611
2015-03-31,300033.XSHE,0.314474037,sz.300033
2015-03-31,300418.XSHE,0.308348188,sz.300418
2015-03-31,002738.XSHE,0.306836482,sz.002738
2015-03-31,300409.XSHE,0.305913478,sz.300409
2015-03-31,000856.XSHE,0.302076781,sz.000856
2015-03-31,300392.XSHE,0.295833774,sz.300392
